node_id,node_type,name,match_id,innings_index,over,ball_in_over
ball:CWC_2011_final_ALL:2:33.1,ball,33.1,CWC_2011_final_ALL,2,33,1
ball:CWC_2011_final_ALL:2:33.2,ball,33.2,CWC_2011_final_ALL,2,33,2
ball:CWC_2011_final_ALL:2:33.3,ball,33.3,CWC_2011_final_ALL,2,33,3
ball:CWC_2011_final_ALL:2:33.4,ball,33.4,CWC_2011_final_ALL,2,33,4
ball:CWC_2011_final_ALL:2:33.5,ball,33.5,CWC_2011_final_ALL,2,33,5
ball:CWC_2011_final_ALL:2:33.6,ball,33.6,CWC_2011_final_ALL,2,33,6
over:CWC_2011_final_ALL:2:34,over,34,CWC_2011_final_ALL,2,34,
ball:CWC_2011_final_ALL:2:34.1,ball,34.1,CWC_2011_final_ALL,2,34,1
ball:CWC_2011_final_ALL:2:34.2,ball,34.2,CWC_2011_final_ALL,2,34,2
ball:CWC_2011_final_ALL:2:34.3,ball,34.3,CWC_2011_final_ALL,2,34,3
ball:CWC_2011_final_ALL:2:34.4,ball,34.4,CWC_2011_final_ALL,2,34,4
ball:CWC_2011_final_ALL:2:34.5,ball,34.5,CWC_2011_final_ALL,2,34,5
ball:CWC_2011_final_ALL:2:34.6,ball,34.6,CWC_2011_final_ALL,2,34,6
over:CWC_2011_final_ALL:2:35,over,35,CWC_2011_final_ALL,2,35,
ball:CWC_2011_final_ALL:2:35.1,ball,35.1,CWC_2011_final_ALL,2,35,1
ball:CWC_2011_final_ALL:2:35.2,ball,35.2,CWC_2011_final_ALL,2,35,2
ball:CWC_2011_final_ALL:2:35.3,ball,35.3,CWC_2011_final_ALL,2,35,3
ball:CWC_2011_final_ALL:2:35.4,ball,35.4,CWC_2011_final_ALL,2,35,4
ball:CWC_2011_final_ALL:2:35.5,ball,35.5,CWC_2011_final_ALL,2,35,5
ball:CWC_2011_final_ALL:2:35.6,ball,35.6,CWC_2011_final_ALL,2,35,6
over:CWC_2011_final_ALL:2:36,over,36,CWC_2011_final_ALL,2,36,
ball:CWC_2011_final_ALL:2:36.1,ball,36.1,CWC_2011_final_ALL,2,36,1
ball:CWC_2011_final_ALL:2:36.2,ball,36.2,CWC_2011_final_ALL,2,36,2
ball:CWC_2011_final_ALL:2:36.3,ball,36.3,CWC_2011_final_ALL,2,36,3
ball:CWC_2011_final_ALL:2:36.4,ball,36.4,CWC_2011_final_ALL,2,36,4
ball:CWC_2011_final_ALL:2:36.5,ball,36.5,CWC_2011_final_ALL,2,36,5
ball:CWC_2011_final_ALL:2:36.6,ball,36.6,CWC_2011_final_ALL,2,36,6
over:CWC_2011_final_ALL:2:37,over,37,CWC_2011_final_ALL,2,37,
ball:CWC_2011_final_ALL:2:37.1,ball,37.1,CWC_2011_final_ALL,2,37,1
ball:CWC_2011_final_ALL:2:37.2,ball,37.2,CWC_2011_final_ALL,2,37,2
ball:CWC_2011_final_ALL:2:37.3,ball,37.3,CWC_2011_final_ALL,2,37,3
ball:CWC_2011_final_ALL:2:37.4,ball,37.4,CWC_2011_final_ALL,2,37,4
ball:CWC_2011_final_ALL:2:37.5,ball,37.5,CWC_2011_final_ALL,2,37,5
ball:CWC_2011_final_ALL:2:37.6,ball,37.6,CWC_2011_final_ALL,2,37,6
over:CWC_2011_final_ALL:2:38,over,38,CWC_2011_final_ALL,2,38,
ball:CWC_2011_final_ALL:2:38.1,ball,38.1,CWC_2011_final_ALL,2,38,1
ball:CWC_2011_final_ALL:2:38.2,ball,38.2,CWC_2011_final_ALL,2,38,2
ball:CWC_2011_final_ALL:2:38.3,ball,38.3,CWC_2011_final_ALL,2,38,3
ball:CWC_2011_final_ALL:2:38.4,ball,38.4,CWC_2011_final_ALL,2,38,4
ball:CWC_2011_final_ALL:2:38.5,ball,38.5,CWC_2011_final_ALL,2,38,5
ball:CWC_2011_final_ALL:2:38.6,ball,38.6,CWC_2011_final_ALL,2,38,6
over:CWC_2011_final_ALL:2:39,over,39,CWC_2011_final_ALL,2,39,
ball:CWC_2011_final_ALL:2:39.1,ball,39.1,CWC_2011_final_ALL,2,39,1
ball:CWC_2011_final_ALL:2:39.2,ball,39.2,CWC_2011_final_ALL,2,39,2
ball:CWC_2011_final_ALL:2:39.3,ball,39.3,CWC_2011_final_ALL,2,39,3
ball:CWC_2011_final_ALL:2:39.4,ball,39.4,CWC_2011_final_ALL,2,39,4
ball:CWC_2011_final_ALL:2:39.5,ball,39.5,CWC_2011_final_ALL,2,39,5
ball:CWC_2011_final_ALL:2:39.6,ball,39.6,CWC_2011_final_ALL,2,39,6
over:CWC_2011_final_ALL:2:40,over,40,CWC_2011_final_ALL,2,40,
ball:CWC_2011_final_ALL:2:40.1,ball,40.1,CWC_2011_final_ALL,2,40,1
ball:CWC_2011_final_ALL:2:40.2,ball,40.2,CWC_2011_final_ALL,2,40,2
ball:CWC_2011_final_ALL:2:40.3,ball,40.3,CWC_2011_final_ALL,2,40,3
ball:CWC_2011_final_ALL:2:40.4,ball,40.4,CWC_2011_final_ALL,2,40,4
ball:CWC_2011_final_ALL:2:40.5,ball,40.5,CWC_2011_final_ALL,2,40,5
ball:CWC_2011_final_ALL:2:40.6,ball,40.6,CWC_2011_final_ALL,2,40,6
over:CWC_2011_final_ALL:2:41,over,41,CWC_2011_final_ALL,2,41,
ball:CWC_2011_final_ALL:2:41.1,ball,41.1,CWC_2011_final_ALL,2,41,1
ball:CWC_2011_final_ALL:2:41.2,ball,41.2,CWC_2011_final_ALL,2,41,2
ball:CWC_2011_final_ALL:2:41.3,ball,41.3,CWC_2011_final_ALL,2,41,3
ball:CWC_2011_final_ALL:2:41.4,ball,41.4,CWC_2011_final_ALL,2,41,4
ball:CWC_2011_final_ALL:2:41.5,ball,41.5,CWC_2011_final_ALL,2,41,5
ball:CWC_2011_final_ALL:2:41.6,ball,41.6,CWC_2011_final_ALL,2,41,6
over:CWC_2011_final_ALL:2:42,over,42,CWC_2011_final_ALL,2,42,
ball:CWC_2011_final_ALL:2:42.1,ball,42.1,CWC_2011_final_ALL,2,42,1
ball:CWC_2011_final_ALL:2:42.2,ball,42.2,CWC_2011_final_ALL,2,42,2
ball:CWC_2011_final_ALL:2:42.3,ball,42.3,CWC_2011_final_ALL,2,42,3
ball:CWC_2011_final_ALL:2:42.4,ball,42.4,CWC_2011_final_ALL,2,42,4
ball:CWC_2011_final_ALL:2:42.5,ball,42.5,CWC_2011_final_ALL,2,42,5
ball:CWC_2011_final_ALL:2:42.6,ball,42.6,CWC_2011_final_ALL,2,42,6
over:CWC_2011_final_ALL:2:43,over,43,CWC_2011_final_ALL,2,43,
ball:CWC_2011_final_ALL:2:43.1,ball,43.1,CWC_2011_final_ALL,2,43,1
ball:CWC_2011_final_ALL:2:43.2,ball,43.2,CWC_2011_final_ALL,2,43,2
ball:CWC_2011_final_ALL:2:43.3,ball,43.3,CWC_2011_final_ALL,2,43,3
ball:CWC_2011_final_ALL:2:43.4,ball,43.4,CWC_2011_final_ALL,2,43,4
ball:CWC_2011_final_ALL:2:43.5,ball,43.5,CWC_2011_final_ALL,2,43,5
ball:CWC_2011_final_ALL:2:43.6,ball,43.6,CWC_2011_final_ALL,2,43,6
over:CWC_2011_final_ALL:2:44,over,44,CWC_2011_final_ALL,2,44,
ball:CWC_2011_final_ALL:2:44.1,ball,44.1,CWC_2011_final_ALL,2,44,1
ball:CWC_2011_final_ALL:2:44.2,ball,44.2,CWC_2011_final_ALL,2,44,2
ball:CWC_2011_final_ALL:2:44.3,ball,44.3,CWC_2011_final_ALL,2,44,3
ball:CWC_2011_final_ALL:2:44.4,ball,44.4,CWC_2011_final_ALL,2,44,4
ball:CWC_2011_final_ALL:2:44.5,ball,44.5,CWC_2011_final_ALL,2,44,5
ball:CWC_2011_final_ALL:2:44.6,ball,44.6,CWC_2011_final_ALL,2,44,6
over:CWC_2011_final_ALL:2:45,over,45,CWC_2011_final_ALL,2,45,
ball:CWC_2011_final_ALL:2:45.1,ball,45.1,CWC_2011_final_ALL,2,45,1
ball:CWC_2011_final_ALL:2:45.2,ball,45.2,CWC_2011_final_ALL,2,45,2
ball:CWC_2011_final_ALL:2:45.3,ball,45.3,CWC_2011_final_ALL,2,45,3
ball:CWC_2011_final_ALL:2:45.4,ball,45.4,CWC_2011_final_ALL,2,45,4
ball:CWC_2011_final_ALL:2:45.5,ball,45.5,CWC_2011_final_ALL,2,45,5
ball:CWC_2011_final_ALL:2:45.6,ball,45.6,CWC_2011_final_ALL,2,45,6
over:CWC_2011_final_ALL:2:46,over,46,CWC_2011_final_ALL,2,46,
ball:CWC_2011_final_ALL:2:46.1,ball,46.1,CWC_2011_final_ALL,2,46,1
ball:CWC_2011_final_ALL:2:46.2,ball,46.2,CWC_2011_final_ALL,2,46,2
ball:CWC_2011_final_ALL:2:46.3,ball,46.3,CWC_2011_final_ALL,2,46,3
ball:CWC_2011_final_ALL:2:46.4,ball,46.4,CWC_2011_final_ALL,2,46,4
ball:CWC_2011_final_ALL:2:46.5,ball,46.5,CWC_2011_final_ALL,2,46,5
ball:CWC_2011_final_ALL:2:46.6,ball,46.6,CWC_2011_final_ALL,2,46,6
over:CWC_2011_final_ALL:2:47,over,47,CWC_2011_final_ALL,2,47,
ball:CWC_2011_final_ALL:2:47.1,ball,47.1,CWC_2011_final_ALL,2,47,1
ball:CWC_2011_final_ALL:2:47.2,ball,47.2,CWC_2011_final_ALL,2,47,2
ball:CWC_2011_final_ALL:2:47.3,ball,47.3,CWC_2011_final_ALL,2,47,3
ball:CWC_2011_final_ALL:2:47.4,ball,47.4,CWC_2011_final_ALL,2,47,4
ball:CWC_2011_final_ALL:2:47.5,ball,47.5,CWC_2011_final_ALL,2,47,5
ball:CWC_2011_final_ALL:2:47.6,ball,47.6,CWC_2011_final_ALL,2,47,6
over:CWC_2011_final_ALL:2:48,over,48,CWC_2011_final_ALL,2,48,
ball:CWC_2011_final_ALL:2:48.1,ball,48.1,CWC_2011_final_ALL,2,48,1
ball:CWC_2011_final_ALL:2:48.2,ball,48.2,CWC_2011_final_ALL,2,48,2
match:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,match,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,,,
innings:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1,innings,1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,,
over:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:0,over,0,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,0,
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:0.1,ball,0.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,0,1
team:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:SL,team,SL,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,,,
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:0.2,ball,0.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,0,2
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:0.3,ball,0.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,0,3
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:0.4,ball,0.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,0,4
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:0.5,ball,0.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,0,5
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:0.6,ball,0.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,0,6
over:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:1,over,1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,1,
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:1.1,ball,1.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,1,1
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:1.2,ball,1.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,1,2
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:1.3,ball,1.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,1,3
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:1.4,ball,1.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,1,4
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:1.5,ball,1.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,1,5
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:1.6,ball,1.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,1,6
over:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:2,over,2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,2,
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:2.1,ball,2.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,2,1
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:2.2,ball,2.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,2,2
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:2.3,ball,2.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,2,3
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:2.4,ball,2.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,2,4
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:2.5,ball,2.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,2,5
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:2.6,ball,2.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,2,6
over:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:3,over,3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,3,
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:3.1,ball,3.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,3,1
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:3.2,ball,3.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,3,2
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:3.3,ball,3.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,3,3
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:3.4,ball,3.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,3,4
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:3.5,ball,3.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,3,5
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:3.6,ball,3.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,3,6
over:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:4,over,4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,4,
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:4.1,ball,4.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,4,1
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:4.2,ball,4.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,4,2
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:4.3,ball,4.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,4,3
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:4.4,ball,4.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,4,4
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:4.5,ball,4.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,4,5
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:4.6,ball,4.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,4,6
over:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:5,over,5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,5,
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:5.1,ball,5.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,5,1
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:5.2,ball,5.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,5,2
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:5.3,ball,5.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,5,3
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:5.4,ball,5.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,5,4
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:5.5,ball,5.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,5,5
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:5.6,ball,5.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,5,6
over:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:6,over,6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,6,
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:6.1,ball,6.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,6,1
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:6.2,ball,6.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,6,2
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:6.3,ball,6.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,6,3
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:6.4,ball,6.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,6,4
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:6.5,ball,6.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,6,5
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:6.6,ball,6.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,6,6
over:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:7,over,7,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,7,
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:7.1,ball,7.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,7,1
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:7.2,ball,7.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,7,2
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:7.3,ball,7.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,7,3
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:7.4,ball,7.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,7,4
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:7.5,ball,7.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,7,5
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:7.6,ball,7.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,7,6
over:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:8,over,8,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,8,
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:8.1,ball,8.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,8,1
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:8.2,ball,8.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,8,2
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:8.3,ball,8.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,8,3
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:8.4,ball,8.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,8,4
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:8.5,ball,8.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,8,5
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:8.6,ball,8.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,8,6
over:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:9,over,9,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,9,
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:9.1,ball,9.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,9,1
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:9.2,ball,9.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,9,2
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:9.3,ball,9.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,9,3
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:9.4,ball,9.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,9,4
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:9.5,ball,9.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,9,5
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:9.6,ball,9.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,9,6
over:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:10,over,10,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,10,
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:10.1,ball,10.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,10,1
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:10.2,ball,10.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,10,2
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:10.3,ball,10.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,10,3
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:10.4,ball,10.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,10,4
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:10.5,ball,10.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,10,5
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:10.6,ball,10.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,10,6
over:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:11,over,11,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,11,
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:11.1,ball,11.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,11,1
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:11.2,ball,11.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,11,2
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:11.3,ball,11.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,11,3
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:11.4,ball,11.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,11,4
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:11.5,ball,11.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,11,5
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:11.6,ball,11.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,11,6
over:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:12,over,12,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,12,
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:12.1,ball,12.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,12,1
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:12.2,ball,12.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,12,2
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:12.3,ball,12.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,12,3
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:12.4,ball,12.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,12,4
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:12.5,ball,12.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,12,5
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:12.6,ball,12.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,12,6
over:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:13,over,13,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,13,
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:13.1,ball,13.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,13,1
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:13.2,ball,13.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,13,2
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:13.3,ball,13.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,13,3
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:13.4,ball,13.4,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,13,4
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:13.5,ball,13.5,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,13,5
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:13.6,ball,13.6,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,13,6
over:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:14,over,14,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,14,
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:14.1,ball,14.1,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,14,1
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:14.2,ball,14.2,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,14,2
ball:ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo:1:14.3,ball,14.3,ODI_CWC_2011_final_inning1_SL_commantary_full_cricinfo,1,14,3
