node_id,node_type,name,match_id,innings_index,over,ball_in_over
ball:CWC_2011_final_ALL:1:40.3,ball,40.3,CWC_2011_final_ALL,1,40,3
ball:CWC_2011_final_ALL:1:40.4,ball,40.4,CWC_2011_final_ALL,1,40,4
ball:CWC_2011_final_ALL:1:40.5,ball,40.5,CWC_2011_final_ALL,1,40,5
ball:CWC_2011_final_ALL:1:40.6,ball,40.6,CWC_2011_final_ALL,1,40,6
over:CWC_2011_final_ALL:1:41,over,41,CWC_2011_final_ALL,1,41,
ball:CWC_2011_final_ALL:1:41.1,ball,41.1,CWC_2011_final_ALL,1,41,1
ball:CWC_2011_final_ALL:1:41.2,ball,41.2,CWC_2011_final_ALL,1,41,2
ball:CWC_2011_final_ALL:1:41.3,ball,41.3,CWC_2011_final_ALL,1,41,3
ball:CWC_2011_final_ALL:1:41.4,ball,41.4,CWC_2011_final_ALL,1,41,4
ball:CWC_2011_final_ALL:1:41.5,ball,41.5,CWC_2011_final_ALL,1,41,5
ball:CWC_2011_final_ALL:1:41.6,ball,41.6,CWC_2011_final_ALL,1,41,6
over:CWC_2011_final_ALL:1:42,over,42,CWC_2011_final_ALL,1,42,
ball:CWC_2011_final_ALL:1:42.1,ball,42.1,CWC_2011_final_ALL,1,42,1
ball:CWC_2011_final_ALL:1:42.2,ball,42.2,CWC_2011_final_ALL,1,42,2
ball:CWC_2011_final_ALL:1:42.3,ball,42.3,CWC_2011_final_ALL,1,42,3
ball:CWC_2011_final_ALL:1:42.4,ball,42.4,CWC_2011_final_ALL,1,42,4
ball:CWC_2011_final_ALL:1:42.5,ball,42.5,CWC_2011_final_ALL,1,42,5
ball:CWC_2011_final_ALL:1:42.6,ball,42.6,CWC_2011_final_ALL,1,42,6
over:CWC_2011_final_ALL:1:43,over,43,CWC_2011_final_ALL,1,43,
ball:CWC_2011_final_ALL:1:43.1,ball,43.1,CWC_2011_final_ALL,1,43,1
ball:CWC_2011_final_ALL:1:43.2,ball,43.2,CWC_2011_final_ALL,1,43,2
ball:CWC_2011_final_ALL:1:43.3,ball,43.3,CWC_2011_final_ALL,1,43,3
ball:CWC_2011_final_ALL:1:43.4,ball,43.4,CWC_2011_final_ALL,1,43,4
ball:CWC_2011_final_ALL:1:43.5,ball,43.5,CWC_2011_final_ALL,1,43,5
ball:CWC_2011_final_ALL:1:43.6,ball,43.6,CWC_2011_final_ALL,1,43,6
over:CWC_2011_final_ALL:1:44,over,44,CWC_2011_final_ALL,1,44,
ball:CWC_2011_final_ALL:1:44.1,ball,44.1,CWC_2011_final_ALL,1,44,1
ball:CWC_2011_final_ALL:1:44.2,ball,44.2,CWC_2011_final_ALL,1,44,2
ball:CWC_2011_final_ALL:1:44.3,ball,44.3,CWC_2011_final_ALL,1,44,3
ball:CWC_2011_final_ALL:1:44.4,ball,44.4,CWC_2011_final_ALL,1,44,4
ball:CWC_2011_final_ALL:1:44.5,ball,44.5,CWC_2011_final_ALL,1,44,5
ball:CWC_2011_final_ALL:1:44.6,ball,44.6,CWC_2011_final_ALL,1,44,6
over:CWC_2011_final_ALL:1:45,over,45,CWC_2011_final_ALL,1,45,
ball:CWC_2011_final_ALL:1:45.1,ball,45.1,CWC_2011_final_ALL,1,45,1
ball:CWC_2011_final_ALL:1:45.2,ball,45.2,CWC_2011_final_ALL,1,45,2
ball:CWC_2011_final_ALL:1:45.3,ball,45.3,CWC_2011_final_ALL,1,45,3
ball:CWC_2011_final_ALL:1:45.4,ball,45.4,CWC_2011_final_ALL,1,45,4
ball:CWC_2011_final_ALL:1:45.5,ball,45.5,CWC_2011_final_ALL,1,45,5
ball:CWC_2011_final_ALL:1:45.6,ball,45.6,CWC_2011_final_ALL,1,45,6
over:CWC_2011_final_ALL:1:46,over,46,CWC_2011_final_ALL,1,46,
ball:CWC_2011_final_ALL:1:46.1,ball,46.1,CWC_2011_final_ALL,1,46,1
ball:CWC_2011_final_ALL:1:46.2,ball,46.2,CWC_2011_final_ALL,1,46,2
ball:CWC_2011_final_ALL:1:46.3,ball,46.3,CWC_2011_final_ALL,1,46,3
ball:CWC_2011_final_ALL:1:46.4,ball,46.4,CWC_2011_final_ALL,1,46,4
ball:CWC_2011_final_ALL:1:46.5,ball,46.5,CWC_2011_final_ALL,1,46,5
ball:CWC_2011_final_ALL:1:46.6,ball,46.6,CWC_2011_final_ALL,1,46,6
over:CWC_2011_final_ALL:1:47,over,47,CWC_2011_final_ALL,1,47,
ball:CWC_2011_final_ALL:1:47.1,ball,47.1,CWC_2011_final_ALL,1,47,1
ball:CWC_2011_final_ALL:1:47.2,ball,47.2,CWC_2011_final_ALL,1,47,2
ball:CWC_2011_final_ALL:1:47.3,ball,47.3,CWC_2011_final_ALL,1,47,3
ball:CWC_2011_final_ALL:1:47.4,ball,47.4,CWC_2011_final_ALL,1,47,4
ball:CWC_2011_final_ALL:1:47.5,ball,47.5,CWC_2011_final_ALL,1,47,5
ball:CWC_2011_final_ALL:1:47.6,ball,47.6,CWC_2011_final_ALL,1,47,6
over:CWC_2011_final_ALL:1:48,over,48,CWC_2011_final_ALL,1,48,
ball:CWC_2011_final_ALL:1:48.1,ball,48.1,CWC_2011_final_ALL,1,48,1
ball:CWC_2011_final_ALL:1:48.2,ball,48.2,CWC_2011_final_ALL,1,48,2
player:Perera,player,Perera,,,,
ball:CWC_2011_final_ALL:1:48.3,ball,48.3,CWC_2011_final_ALL,1,48,3
ball:CWC_2011_final_ALL:1:48.4,ball,48.4,CWC_2011_final_ALL,1,48,4
ball:CWC_2011_final_ALL:1:48.5,ball,48.5,CWC_2011_final_ALL,1,48,5
ball:CWC_2011_final_ALL:1:48.6,ball,48.6,CWC_2011_final_ALL,1,48,6
over:CWC_2011_final_ALL:1:49,over,49,CWC_2011_final_ALL,1,49,
ball:CWC_2011_final_ALL:1:49.1,ball,49.1,CWC_2011_final_ALL,1,49,1
ball:CWC_2011_final_ALL:1:49.2,ball,49.2,CWC_2011_final_ALL,1,49,2
ball:CWC_2011_final_ALL:1:49.3,ball,49.3,CWC_2011_final_ALL,1,49,3
ball:CWC_2011_final_ALL:1:49.4,ball,49.4,CWC_2011_final_ALL,1,49,4
ball:CWC_2011_final_ALL:1:49.5,ball,49.5,CWC_2011_final_ALL,1,49,5
ball:CWC_2011_final_ALL:1:49.6,ball,49.6,CWC_2011_final_ALL,1,49,6
innings:CWC_2011_final_ALL:2,innings,2,CWC_2011_final_ALL,2,,
over:CWC_2011_final_ALL:2:0,over,0,CWC_2011_final_ALL,2,0,
ball:CWC_2011_final_ALL:2:0.1,ball,0.1,CWC_2011_final_ALL,2,0,1
team:CWC_2011_final_ALL:IND,team,IND,CWC_2011_final_ALL,,,
player:Sehwag,player,Sehwag,,,,
player:Malinga,player,Malinga,,,,
ball:CWC_2011_final_ALL:2:0.2,ball,0.2,CWC_2011_final_ALL,2,0,2
ball:CWC_2011_final_ALL:2:0.3,ball,0.3,CWC_2011_final_ALL,2,0,3
player:Gambhir,player,Gambhir,,,,
ball:CWC_2011_final_ALL:2:0.4,ball,0.4,CWC_2011_final_ALL,2,0,4
ball:CWC_2011_final_ALL:2:0.5,ball,0.5,CWC_2011_final_ALL,2,0,5
ball:CWC_2011_final_ALL:2:0.6,ball,0.6,CWC_2011_final_ALL,2,0,6
over:CWC_2011_final_ALL:2:1,over,1,CWC_2011_final_ALL,2,1,
ball:CWC_2011_final_ALL:2:1.1,ball,1.1,CWC_2011_final_ALL,2,1,1
ball:CWC_2011_final_ALL:2:1.2,ball,1.2,CWC_2011_final_ALL,2,1,2
ball:CWC_2011_final_ALL:2:1.3,ball,1.3,CWC_2011_final_ALL,2,1,3
ball:CWC_2011_final_ALL:2:1.4,ball,1.4,CWC_2011_final_ALL,2,1,4
ball:CWC_2011_final_ALL:2:1.5,ball,1.5,CWC_2011_final_ALL,2,1,5
ball:CWC_2011_final_ALL:2:1.6,ball,1.6,CWC_2011_final_ALL,2,1,6
over:CWC_2011_final_ALL:2:2,over,2,CWC_2011_final_ALL,2,2,
ball:CWC_2011_final_ALL:2:2.1,ball,2.1,CWC_2011_final_ALL,2,2,1
ball:CWC_2011_final_ALL:2:2.2,ball,2.2,CWC_2011_final_ALL,2,2,2
ball:CWC_2011_final_ALL:2:2.3,ball,2.3,CWC_2011_final_ALL,2,2,3
ball:CWC_2011_final_ALL:2:2.4,ball,2.4,CWC_2011_final_ALL,2,2,4
ball:CWC_2011_final_ALL:2:2.5,ball,2.5,CWC_2011_final_ALL,2,2,5
ball:CWC_2011_final_ALL:2:2.6,ball,2.6,CWC_2011_final_ALL,2,2,6
over:CWC_2011_final_ALL:2:3,over,3,CWC_2011_final_ALL,2,3,
ball:CWC_2011_final_ALL:2:3.1,ball,3.1,CWC_2011_final_ALL,2,3,1
ball:CWC_2011_final_ALL:2:3.2,ball,3.2,CWC_2011_final_ALL,2,3,2
ball:CWC_2011_final_ALL:2:3.3,ball,3.3,CWC_2011_final_ALL,2,3,3
ball:CWC_2011_final_ALL:2:3.4,ball,3.4,CWC_2011_final_ALL,2,3,4
ball:CWC_2011_final_ALL:2:3.5,ball,3.5,CWC_2011_final_ALL,2,3,5
ball:CWC_2011_final_ALL:2:3.6,ball,3.6,CWC_2011_final_ALL,2,3,6
over:CWC_2011_final_ALL:2:4,over,4,CWC_2011_final_ALL,2,4,
ball:CWC_2011_final_ALL:2:4.1,ball,4.1,CWC_2011_final_ALL,2,4,1
ball:CWC_2011_final_ALL:2:4.2,ball,4.2,CWC_2011_final_ALL,2,4,2
ball:CWC_2011_final_ALL:2:4.3,ball,4.3,CWC_2011_final_ALL,2,4,3
ball:CWC_2011_final_ALL:2:4.4,ball,4.4,CWC_2011_final_ALL,2,4,4
ball:CWC_2011_final_ALL:2:4.5,ball,4.5,CWC_2011_final_ALL,2,4,5
ball:CWC_2011_final_ALL:2:4.6,ball,4.6,CWC_2011_final_ALL,2,4,6
over:CWC_2011_final_ALL:2:5,over,5,CWC_2011_final_ALL,2,5,
ball:CWC_2011_final_ALL:2:5.1,ball,5.1,CWC_2011_final_ALL,2,5,1
ball:CWC_2011_final_ALL:2:5.2,ball,5.2,CWC_2011_final_ALL,2,5,2
ball:CWC_2011_final_ALL:2:5.3,ball,5.3,CWC_2011_final_ALL,2,5,3
ball:CWC_2011_final_ALL:2:5.4,ball,5.4,CWC_2011_final_ALL,2,5,4
ball:CWC_2011_final_ALL:2:5.5,ball,5.5,CWC_2011_final_ALL,2,5,5
ball:CWC_2011_final_ALL:2:5.6,ball,5.6,CWC_2011_final_ALL,2,5,6
over:CWC_2011_final_ALL:2:6,over,6,CWC_2011_final_ALL,2,6,
ball:CWC_2011_final_ALL:2:6.1,ball,6.1,CWC_2011_final_ALL,2,6,1
ball:CWC_2011_final_ALL:2:6.2,ball,6.2,CWC_2011_final_ALL,2,6,2
ball:CWC_2011_final_ALL:2:6.3,ball,6.3,CWC_2011_final_ALL,2,6,3
ball:CWC_2011_final_ALL:2:6.4,ball,6.4,CWC_2011_final_ALL,2,6,4
ball:CWC_2011_final_ALL:2:6.5,ball,6.5,CWC_2011_final_ALL,2,6,5
ball:CWC_2011_final_ALL:2:6.6,ball,6.6,CWC_2011_final_ALL,2,6,6
over:CWC_2011_final_ALL:2:7,over,7,CWC_2011_final_ALL,2,7,
ball:CWC_2011_final_ALL:2:7.1,ball,7.1,CWC_2011_final_ALL,2,7,1
ball:CWC_2011_final_ALL:2:7.2,ball,7.2,CWC_2011_final_ALL,2,7,2
ball:CWC_2011_final_ALL:2:7.3,ball,7.3,CWC_2011_final_ALL,2,7,3
ball:CWC_2011_final_ALL:2:7.4,ball,7.4,CWC_2011_final_ALL,2,7,4
ball:CWC_2011_final_ALL:2:7.5,ball,7.5,CWC_2011_final_ALL,2,7,5
ball:CWC_2011_final_ALL:2:7.6,ball,7.6,CWC_2011_final_ALL,2,7,6
over:CWC_2011_final_ALL:2:8,over,8,CWC_2011_final_ALL,2,8,
ball:CWC_2011_final_ALL:2:8.1,ball,8.1,CWC_2011_final_ALL,2,8,1
ball:CWC_2011_final_ALL:2:8.2,ball,8.2,CWC_2011_final_ALL,2,8,2
ball:CWC_2011_final_ALL:2:8.3,ball,8.3,CWC_2011_final_ALL,2,8,3
ball:CWC_2011_final_ALL:2:8.4,ball,8.4,CWC_2011_final_ALL,2,8,4
ball:CWC_2011_final_ALL:2:8.5,ball,8.5,CWC_2011_final_ALL,2,8,5
ball:CWC_2011_final_ALL:2:8.6,ball,8.6,CWC_2011_final_ALL,2,8,6
over:CWC_2011_final_ALL:2:9,over,9,CWC_2011_final_ALL,2,9,
ball:CWC_2011_final_ALL:2:9.1,ball,9.1,CWC_2011_final_ALL,2,9,1
ball:CWC_2011_final_ALL:2:9.2,ball,9.2,CWC_2011_final_ALL,2,9,2
ball:CWC_2011_final_ALL:2:9.3,ball,9.3,CWC_2011_final_ALL,2,9,3
ball:CWC_2011_final_ALL:2:9.4,ball,9.4,CWC_2011_final_ALL,2,9,4
ball:CWC_2011_final_ALL:2:9.5,ball,9.5,CWC_2011_final_ALL,2,9,5
ball:CWC_2011_final_ALL:2:9.6,ball,9.6,CWC_2011_final_ALL,2,9,6
over:CWC_2011_final_ALL:2:11,over,11,CWC_2011_final_ALL,2,11,
ball:CWC_2011_final_ALL:2:11.1,ball,11.1,CWC_2011_final_ALL,2,11,1
ball:CWC_2011_final_ALL:2:11.2,ball,11.2,CWC_2011_final_ALL,2,11,2
ball:CWC_2011_final_ALL:2:11.3,ball,11.3,CWC_2011_final_ALL,2,11,3
ball:CWC_2011_final_ALL:2:11.4,ball,11.4,CWC_2011_final_ALL,2,11,4
ball:CWC_2011_final_ALL:2:11.5,ball,11.5,CWC_2011_final_ALL,2,11,5
ball:CWC_2011_final_ALL:2:11.6,ball,11.6,CWC_2011_final_ALL,2,11,6
over:CWC_2011_final_ALL:2:12,over,12,CWC_2011_final_ALL,2,12,
ball:CWC_2011_final_ALL:2:12.1,ball,12.1,CWC_2011_final_ALL,2,12,1
ball:CWC_2011_final_ALL:2:12.2,ball,12.2,CWC_2011_final_ALL,2,12,2
ball:CWC_2011_final_ALL:2:12.3,ball,12.3,CWC_2011_final_ALL,2,12,3
ball:CWC_2011_final_ALL:2:12.4,ball,12.4,CWC_2011_final_ALL,2,12,4
ball:CWC_2011_final_ALL:2:12.5,ball,12.5,CWC_2011_final_ALL,2,12,5
ball:CWC_2011_final_ALL:2:12.6,ball,12.6,CWC_2011_final_ALL,2,12,6
over:CWC_2011_final_ALL:2:13,over,13,CWC_2011_final_ALL,2,13,
ball:CWC_2011_final_ALL:2:13.1,ball,13.1,CWC_2011_final_ALL,2,13,1
player:Randiv,player,Randiv,,,,
ball:CWC_2011_final_ALL:2:13.2,ball,13.2,CWC_2011_final_ALL,2,13,2
ball:CWC_2011_final_ALL:2:13.3,ball,13.3,CWC_2011_final_ALL,2,13,3
ball:CWC_2011_final_ALL:2:13.4,ball,13.4,CWC_2011_final_ALL,2,13,4
ball:CWC_2011_final_ALL:2:13.5,ball,13.5,CWC_2011_final_ALL,2,13,5
ball:CWC_2011_final_ALL:2:13.6,ball,13.6,CWC_2011_final_ALL,2,13,6
over:CWC_2011_final_ALL:2:14,over,14,CWC_2011_final_ALL,2,14,
ball:CWC_2011_final_ALL:2:14.1,ball,14.1,CWC_2011_final_ALL,2,14,1
ball:CWC_2011_final_ALL:2:14.2,ball,14.2,CWC_2011_final_ALL,2,14,2
ball:CWC_2011_final_ALL:2:14.3,ball,14.3,CWC_2011_final_ALL,2,14,3
ball:CWC_2011_final_ALL:2:14.4,ball,14.4,CWC_2011_final_ALL,2,14,4
ball:CWC_2011_final_ALL:2:14.5,ball,14.5,CWC_2011_final_ALL,2,14,5
ball:CWC_2011_final_ALL:2:14.6,ball,14.6,CWC_2011_final_ALL,2,14,6
over:CWC_2011_final_ALL:2:15,over,15,CWC_2011_final_ALL,2,15,
ball:CWC_2011_final_ALL:2:15.1,ball,15.1,CWC_2011_final_ALL,2,15,1
ball:CWC_2011_final_ALL:2:15.2,ball,15.2,CWC_2011_final_ALL,2,15,2
ball:CWC_2011_final_ALL:2:15.3,ball,15.3,CWC_2011_final_ALL,2,15,3
ball:CWC_2011_final_ALL:2:15.4,ball,15.4,CWC_2011_final_ALL,2,15,4
ball:CWC_2011_final_ALL:2:15.5,ball,15.5,CWC_2011_final_ALL,2,15,5
ball:CWC_2011_final_ALL:2:15.6,ball,15.6,CWC_2011_final_ALL,2,15,6
over:CWC_2011_final_ALL:2:16,over,16,CWC_2011_final_ALL,2,16,
ball:CWC_2011_final_ALL:2:16.1,ball,16.1,CWC_2011_final_ALL,2,16,1
ball:CWC_2011_final_ALL:2:16.2,ball,16.2,CWC_2011_final_ALL,2,16,2
ball:CWC_2011_final_ALL:2:16.3,ball,16.3,CWC_2011_final_ALL,2,16,3
ball:CWC_2011_final_ALL:2:16.4,ball,16.4,CWC_2011_final_ALL,2,16,4
ball:CWC_2011_final_ALL:2:16.5,ball,16.5,CWC_2011_final_ALL,2,16,5
ball:CWC_2011_final_ALL:2:16.6,ball,16.6,CWC_2011_final_ALL,2,16,6
over:CWC_2011_final_ALL:2:17,over,17,CWC_2011_final_ALL,2,17,
ball:CWC_2011_final_ALL:2:17.1,ball,17.1,CWC_2011_final_ALL,2,17,1
ball:CWC_2011_final_ALL:2:17.2,ball,17.2,CWC_2011_final_ALL,2,17,2
ball:CWC_2011_final_ALL:2:17.3,ball,17.3,CWC_2011_final_ALL,2,17,3
ball:CWC_2011_final_ALL:2:17.4,ball,17.4,CWC_2011_final_ALL,2,17,4
ball:CWC_2011_final_ALL:2:17.5,ball,17.5,CWC_2011_final_ALL,2,17,5
ball:CWC_2011_final_ALL:2:17.6,ball,17.6,CWC_2011_final_ALL,2,17,6
over:CWC_2011_final_ALL:2:18,over,18,CWC_2011_final_ALL,2,18,
ball:CWC_2011_final_ALL:2:18.1,ball,18.1,CWC_2011_final_ALL,2,18,1
player:Murali,player,Murali,,,,
ball:CWC_2011_final_ALL:2:18.2,ball,18.2,CWC_2011_final_ALL,2,18,2
ball:CWC_2011_final_ALL:2:18.3,ball,18.3,CWC_2011_final_ALL,2,18,3
ball:CWC_2011_final_ALL:2:18.4,ball,18.4,CWC_2011_final_ALL,2,18,4
ball:CWC_2011_final_ALL:2:18.5,ball,18.5,CWC_2011_final_ALL,2,18,5
ball:CWC_2011_final_ALL:2:18.6,ball,18.6,CWC_2011_final_ALL,2,18,6
over:CWC_2011_final_ALL:2:19,over,19,CWC_2011_final_ALL,2,19,
ball:CWC_2011_final_ALL:2:19.1,ball,19.1,CWC_2011_final_ALL,2,19,1
ball:CWC_2011_final_ALL:2:19.2,ball,19.2,CWC_2011_final_ALL,2,19,2
ball:CWC_2011_final_ALL:2:19.3,ball,19.3,CWC_2011_final_ALL,2,19,3
ball:CWC_2011_final_ALL:2:19.4,ball,19.4,CWC_2011_final_ALL,2,19,4
ball:CWC_2011_final_ALL:2:19.5,ball,19.5,CWC_2011_final_ALL,2,19,5
ball:CWC_2011_final_ALL:2:19.6,ball,19.6,CWC_2011_final_ALL,2,19,6
over:CWC_2011_final_ALL:2:20,over,20,CWC_2011_final_ALL,2,20,
ball:CWC_2011_final_ALL:2:20.1,ball,20.1,CWC_2011_final_ALL,2,20,1
ball:CWC_2011_final_ALL:2:20.2,ball,20.2,CWC_2011_final_ALL,2,20,2
ball:CWC_2011_final_ALL:2:20.3,ball,20.3,CWC_2011_final_ALL,2,20,3
ball:CWC_2011_final_ALL:2:20.4,ball,20.4,CWC_2011_final_ALL,2,20,4
ball:CWC_2011_final_ALL:2:20.5,ball,20.5,CWC_2011_final_ALL,2,20,5
ball:CWC_2011_final_ALL:2:20.6,ball,20.6,CWC_2011_final_ALL,2,20,6
over:CWC_2011_final_ALL:2:21,over,21,CWC_2011_final_ALL,2,21,
ball:CWC_2011_final_ALL:2:21.1,ball,21.1,CWC_2011_final_ALL,2,21,1
ball:CWC_2011_final_ALL:2:21.2,ball,21.2,CWC_2011_final_ALL,2,21,2
ball:CWC_2011_final_ALL:2:21.3,ball,21.3,CWC_2011_final_ALL,2,21,3
ball:CWC_2011_final_ALL:2:21.4,ball,21.4,CWC_2011_final_ALL,2,21,4
ball:CWC_2011_final_ALL:2:21.5,ball,21.5,CWC_2011_final_ALL,2,21,5
player:Dhoni,player,Dhoni,,,,
ball:CWC_2011_final_ALL:2:21.6,ball,21.6,CWC_2011_final_ALL,2,21,6
over:CWC_2011_final_ALL:2:22,over,22,CWC_2011_final_ALL,2,22,
ball:CWC_2011_final_ALL:2:22.1,ball,22.1,CWC_2011_final_ALL,2,22,1
ball:CWC_2011_final_ALL:2:22.2,ball,22.2,CWC_2011_final_ALL,2,22,2
ball:CWC_2011_final_ALL:2:22.3,ball,22.3,CWC_2011_final_ALL,2,22,3
ball:CWC_2011_final_ALL:2:22.4,ball,22.4,CWC_2011_final_ALL,2,22,4
ball:CWC_2011_final_ALL:2:22.5,ball,22.5,CWC_2011_final_ALL,2,22,5
ball:CWC_2011_final_ALL:2:22.6,ball,22.6,CWC_2011_final_ALL,2,22,6
over:CWC_2011_final_ALL:2:23,over,23,CWC_2011_final_ALL,2,23,
ball:CWC_2011_final_ALL:2:23.1,ball,23.1,CWC_2011_final_ALL,2,23,1
ball:CWC_2011_final_ALL:2:23.2,ball,23.2,CWC_2011_final_ALL,2,23,2
ball:CWC_2011_final_ALL:2:23.3,ball,23.3,CWC_2011_final_ALL,2,23,3
ball:CWC_2011_final_ALL:2:23.4,ball,23.4,CWC_2011_final_ALL,2,23,4
ball:CWC_2011_final_ALL:2:23.5,ball,23.5,CWC_2011_final_ALL,2,23,5
ball:CWC_2011_final_ALL:2:23.6,ball,23.6,CWC_2011_final_ALL,2,23,6
over:CWC_2011_final_ALL:2:24,over,24,CWC_2011_final_ALL,2,24,
ball:CWC_2011_final_ALL:2:24.1,ball,24.1,CWC_2011_final_ALL,2,24,1
ball:CWC_2011_final_ALL:2:24.2,ball,24.2,CWC_2011_final_ALL,2,24,2
ball:CWC_2011_final_ALL:2:24.3,ball,24.3,CWC_2011_final_ALL,2,24,3
ball:CWC_2011_final_ALL:2:24.4,ball,24.4,CWC_2011_final_ALL,2,24,4
ball:CWC_2011_final_ALL:2:24.5,ball,24.5,CWC_2011_final_ALL,2,24,5
ball:CWC_2011_final_ALL:2:24.6,ball,24.6,CWC_2011_final_ALL,2,24,6
over:CWC_2011_final_ALL:2:25,over,25,CWC_2011_final_ALL,2,25,
ball:CWC_2011_final_ALL:2:25.1,ball,25.1,CWC_2011_final_ALL,2,25,1
ball:CWC_2011_final_ALL:2:25.2,ball,25.2,CWC_2011_final_ALL,2,25,2
ball:CWC_2011_final_ALL:2:25.3,ball,25.3,CWC_2011_final_ALL,2,25,3
ball:CWC_2011_final_ALL:2:25.4,ball,25.4,CWC_2011_final_ALL,2,25,4
ball:CWC_2011_final_ALL:2:25.5,ball,25.5,CWC_2011_final_ALL,2,25,5
ball:CWC_2011_final_ALL:2:25.6,ball,25.6,CWC_2011_final_ALL,2,25,6
over:CWC_2011_final_ALL:2:26,over,26,CWC_2011_final_ALL,2,26,
ball:CWC_2011_final_ALL:2:26.1,ball,26.1,CWC_2011_final_ALL,2,26,1
ball:CWC_2011_final_ALL:2:26.2,ball,26.2,CWC_2011_final_ALL,2,26,2
ball:CWC_2011_final_ALL:2:26.3,ball,26.3,CWC_2011_final_ALL,2,26,3
ball:CWC_2011_final_ALL:2:26.4,ball,26.4,CWC_2011_final_ALL,2,26,4
ball:CWC_2011_final_ALL:2:26.5,ball,26.5,CWC_2011_final_ALL,2,26,5
ball:CWC_2011_final_ALL:2:26.6,ball,26.6,CWC_2011_final_ALL,2,26,6
over:CWC_2011_final_ALL:2:27,over,27,CWC_2011_final_ALL,2,27,
ball:CWC_2011_final_ALL:2:27.1,ball,27.1,CWC_2011_final_ALL,2,27,1
ball:CWC_2011_final_ALL:2:27.2,ball,27.2,CWC_2011_final_ALL,2,27,2
ball:CWC_2011_final_ALL:2:27.3,ball,27.3,CWC_2011_final_ALL,2,27,3
ball:CWC_2011_final_ALL:2:27.4,ball,27.4,CWC_2011_final_ALL,2,27,4
ball:CWC_2011_final_ALL:2:27.5,ball,27.5,CWC_2011_final_ALL,2,27,5
ball:CWC_2011_final_ALL:2:27.6,ball,27.6,CWC_2011_final_ALL,2,27,6
over:CWC_2011_final_ALL:2:28,over,28,CWC_2011_final_ALL,2,28,
ball:CWC_2011_final_ALL:2:28.1,ball,28.1,CWC_2011_final_ALL,2,28,1
ball:CWC_2011_final_ALL:2:28.2,ball,28.2,CWC_2011_final_ALL,2,28,2
ball:CWC_2011_final_ALL:2:28.3,ball,28.3,CWC_2011_final_ALL,2,28,3
ball:CWC_2011_final_ALL:2:28.4,ball,28.4,CWC_2011_final_ALL,2,28,4
ball:CWC_2011_final_ALL:2:28.5,ball,28.5,CWC_2011_final_ALL,2,28,5
ball:CWC_2011_final_ALL:2:28.6,ball,28.6,CWC_2011_final_ALL,2,28,6
over:CWC_2011_final_ALL:2:29,over,29,CWC_2011_final_ALL,2,29,
ball:CWC_2011_final_ALL:2:29.1,ball,29.1,CWC_2011_final_ALL,2,29,1
ball:CWC_2011_final_ALL:2:29.2,ball,29.2,CWC_2011_final_ALL,2,29,2
ball:CWC_2011_final_ALL:2:29.3,ball,29.3,CWC_2011_final_ALL,2,29,3
ball:CWC_2011_final_ALL:2:29.4,ball,29.4,CWC_2011_final_ALL,2,29,4
ball:CWC_2011_final_ALL:2:29.5,ball,29.5,CWC_2011_final_ALL,2,29,5
ball:CWC_2011_final_ALL:2:29.6,ball,29.6,CWC_2011_final_ALL,2,29,6
over:CWC_2011_final_ALL:2:30,over,30,CWC_2011_final_ALL,2,30,
ball:CWC_2011_final_ALL:2:30.1,ball,30.1,CWC_2011_final_ALL,2,30,1
ball:CWC_2011_final_ALL:2:30.2,ball,30.2,CWC_2011_final_ALL,2,30,2
ball:CWC_2011_final_ALL:2:30.3,ball,30.3,CWC_2011_final_ALL,2,30,3
ball:CWC_2011_final_ALL:2:30.4,ball,30.4,CWC_2011_final_ALL,2,30,4
ball:CWC_2011_final_ALL:2:30.5,ball,30.5,CWC_2011_final_ALL,2,30,5
ball:CWC_2011_final_ALL:2:30.6,ball,30.6,CWC_2011_final_ALL,2,30,6
over:CWC_2011_final_ALL:2:31,over,31,CWC_2011_final_ALL,2,31,
ball:CWC_2011_final_ALL:2:31.1,ball,31.1,CWC_2011_final_ALL,2,31,1
ball:CWC_2011_final_ALL:2:31.2,ball,31.2,CWC_2011_final_ALL,2,31,2
ball:CWC_2011_final_ALL:2:31.3,ball,31.3,CWC_2011_final_ALL,2,31,3
ball:CWC_2011_final_ALL:2:31.4,ball,31.4,CWC_2011_final_ALL,2,31,4
ball:CWC_2011_final_ALL:2:31.5,ball,31.5,CWC_2011_final_ALL,2,31,5
ball:CWC_2011_final_ALL:2:31.6,ball,31.6,CWC_2011_final_ALL,2,31,6
over:CWC_2011_final_ALL:2:32,over,32,CWC_2011_final_ALL,2,32,
ball:CWC_2011_final_ALL:2:32.1,ball,32.1,CWC_2011_final_ALL,2,32,1
ball:CWC_2011_final_ALL:2:32.2,ball,32.2,CWC_2011_final_ALL,2,32,2
ball:CWC_2011_final_ALL:2:32.3,ball,32.3,CWC_2011_final_ALL,2,32,3
ball:CWC_2011_final_ALL:2:32.4,ball,32.4,CWC_2011_final_ALL,2,32,4
ball:CWC_2011_final_ALL:2:32.5,ball,32.5,CWC_2011_final_ALL,2,32,5
ball:CWC_2011_final_ALL:2:32.6,ball,32.6,CWC_2011_final_ALL,2,32,6
over:CWC_2011_final_ALL:2:33,over,33,CWC_2011_final_ALL,2,33,
