source_id,relation,target_id
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:29.4,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:29.5,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:29.5,bowler,player:Perera
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:29.5,event_type,event:extra
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:29.5,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:29.6,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:29.6,bowler,player:Perera
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:29.6,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:29.6,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.1,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.1,bowler,player:Kulasekara
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.1,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.1,phase,phase:powerplay
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.2,batsman,player:Tendulkar
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.2,bowler,player:Kulasekara
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.2,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.2,phase,phase:powerplay
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.3,batsman,player:Tendulkar
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.3,bowler,player:Kulasekara
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.3,event_type,event:boundary
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.3,phase,phase:powerplay
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.4,batsman,player:Tendulkar
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.4,bowler,player:Kulasekara
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.4,event_type,event:dot
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.4,phase,phase:powerplay
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.5,batsman,player:Tendulkar
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.5,bowler,player:Kulasekara
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.5,event_type,event:boundary
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.5,phase,phase:powerplay
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.6,batsman,player:Tendulkar
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.6,bowler,player:Kulasekara
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.6,event_type,event:dot
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:3.6,phase,phase:powerplay
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.1,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.1,bowler,player:Murali
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.1,event_type,event:dot
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.1,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.2,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.2,bowler,player:Murali
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.2,event_type,event:dot
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.2,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.3,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.3,bowler,player:Murali
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.3,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.3,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.4,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.4,bowler,player:Murali
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.4,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.4,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.5,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.5,bowler,player:Murali
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.5,event_type,event:boundary
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.5,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.6,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.6,bowler,player:Murali
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.6,event_type,event:dot
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:30.6,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.1,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.1,bowler,player:Perera
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.1,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.1,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.2,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.2,bowler,player:Perera
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.2,event_type,event:boundary
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.2,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.3,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.3,bowler,player:Perera
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.3,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.3,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.4,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.4,bowler,player:Perera
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.4,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.4,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.5,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.5,bowler,player:Perera
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.5,event_type,event:dot
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.5,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.6,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.6,bowler,player:Perera
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.6,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:31.6,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.1,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.1,bowler,player:Kulasekara
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.1,event_type,event:dot
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.1,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.2,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.2,bowler,player:Kulasekara
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.2,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.2,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.3,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.3,bowler,player:Kulasekara
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.3,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.3,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.4,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.4,bowler,player:Kulasekara
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.4,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.4,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.5,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.5,bowler,player:Kulasekara
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.5,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.5,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.6,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.6,bowler,player:Kulasekara
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.6,event_type,event:dot
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:32.6,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.1,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.1,bowler,player:Randiv
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.1,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.1,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.2,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.2,bowler,player:Randiv
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.2,event_type,event:dot
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.2,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.3,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.3,bowler,player:Randiv
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.3,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.3,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.4,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.4,bowler,player:Randiv
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.4,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.4,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.5,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.5,bowler,player:Randiv
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.5,event_type,event:dot
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.5,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.6,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.6,bowler,player:Randiv
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.6,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:33.6,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.1,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.1,bowler,player:Kulasekara
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.1,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.1,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.2,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.2,bowler,player:Kulasekara
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.2,event_type,event:extra
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.2,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.3,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.3,bowler,player:Kulasekara
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.3,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.3,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.4,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.4,bowler,player:Kulasekara
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.4,event_type,event:boundary
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.4,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.5,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.5,bowler,player:Kulasekara
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.5,event_type,event:dot
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.5,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.6,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.6,bowler,player:Kulasekara
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.6,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:34.6,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.1,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.1,bowler,player:Randiv
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.1,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.1,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.2,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.2,bowler,player:Randiv
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.2,event_type,event:boundary
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.2,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.3,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.3,bowler,player:Randiv
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.3,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.3,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.4,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.4,bowler,player:Randiv
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.4,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.4,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.5,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.5,bowler,player:Randiv
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.5,event_type,event:dot
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.5,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.6,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.6,bowler,player:Randiv
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.6,event_type,event:dot
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:35.6,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.1,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.1,bowler,player:Malinga
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.1,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.1,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.2,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.2,bowler,player:Malinga
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.2,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.2,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.3,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.3,bowler,player:Malinga
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.3,event_type,event:dot
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.3,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.4,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.4,bowler,player:Malinga
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.4,event_type,event:dot
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.4,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.5,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.5,bowler,player:Malinga
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.5,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.5,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.6,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.6,bowler,player:Malinga
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.6,event_type,event:dot
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:36.6,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.1,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.1,bowler,player:Murali
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.1,event_type,event:dot
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.1,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.2,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.2,bowler,player:Murali
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.2,event_type,event:dot
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.2,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.3,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.3,bowler,player:Murali
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.3,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.3,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.4,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.4,bowler,player:Murali
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.4,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.4,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.5,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.5,bowler,player:Murali
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.5,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.5,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.6,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.6,bowler,player:Murali
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.6,event_type,event:boundary
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:37.6,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.1,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.1,bowler,player:Malinga
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.1,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.1,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.2,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.2,bowler,player:Malinga
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.2,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.2,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.3,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.3,bowler,player:Malinga
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.3,event_type,event:dot
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.3,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.4,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.4,bowler,player:Malinga
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.4,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.4,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.5,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.5,bowler,player:Malinga
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.5,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.5,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.6,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.6,bowler,player:Malinga
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.6,event_type,event:extra
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.6,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:38.6,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.1,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.1,bowler,player:Murali
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.1,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.1,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.2,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.2,bowler,player:Murali
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.2,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.2,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.3,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.3,bowler,player:Murali
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.3,event_type,event:boundary
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.3,event_type,event:extra
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.3,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.4,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.4,bowler,player:Murali
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.4,event_type,event:dot
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.4,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.5,batsman,player:Dhoni
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.5,bowler,player:Murali
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.5,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.5,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.6,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.6,bowler,player:Murali
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.6,event_type,event:run
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:39.6,phase,phase:middle
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:4.1,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:4.1,bowler,player:Malinga
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:4.1,event_type,event:dot
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:4.1,phase,phase:powerplay
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:4.2,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:4.2,bowler,player:Malinga
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:4.2,event_type,event:dot
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:4.2,phase,phase:powerplay
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:4.3,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:4.3,bowler,player:Malinga
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:4.3,event_type,event:dot
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:4.3,phase,phase:powerplay
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:4.4,batsman,player:Gambhir
ball:ODI_CWC_2011_final_inning2_commantary_full_cricinfo:1:4.4,bowler,player:Malinga
