source_id,relation,target_id
ball:CWC_2011_final_ALL:1:0.1,batsman,player:Upul Tharanga
ball:CWC_2011_final_ALL:1:0.1,bowler,player:Khan
ball:CWC_2011_final_ALL:1:0.1,event_type,event:dot
ball:CWC_2011_final_ALL:1:0.1,phase,phase:powerplay
ball:CWC_2011_final_ALL:1:0.2,batsman,player:Upul Tharanga
ball:CWC_2011_final_ALL:1:0.2,bowler,player:Khan
ball:CWC_2011_final_ALL:1:0.2,event_type,event:dot
ball:CWC_2011_final_ALL:1:0.2,phase,phase:powerplay
ball:CWC_2011_final_ALL:1:0.3,batsman,player:Upul Tharanga
ball:CWC_2011_final_ALL:1:0.3,bowler,player:Khan
ball:CWC_2011_final_ALL:1:0.3,event_type,event:dot
ball:CWC_2011_final_ALL:1:0.3,phase,phase:powerplay
ball:CWC_2011_final_ALL:1:0.4,batsman,player:Upul Tharanga
ball:CWC_2011_final_ALL:1:0.4,bowler,player:Khan
ball:CWC_2011_final_ALL:1:0.4,event_type,event:dot
ball:CWC_2011_final_ALL:1:0.4,phase,phase:powerplay
ball:CWC_2011_final_ALL:1:0.5,batsman,player:Upul Tharanga
ball:CWC_2011_final_ALL:1:0.5,bowler,player:Khan
ball:CWC_2011_final_ALL:1:0.5,event_type,event:extra
ball:CWC_2011_final_ALL:1:0.5,phase,phase:powerplay
ball:CWC_2011_final_ALL:1:0.6,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:0.6,bowler,player:Khan
ball:CWC_2011_final_ALL:1:0.6,event_type,event:extra
ball:CWC_2011_final_ALL:1:0.6,phase,phase:powerplay
ball:CWC_2011_final_ALL:1:1.1,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:1.1,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:1.1,event_type,event:dot
ball:CWC_2011_final_ALL:1:1.1,phase,phase:powerplay
ball:CWC_2011_final_ALL:1:1.2,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:1.2,batsman,player:Upul Tharanga
ball:CWC_2011_final_ALL:1:1.2,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:1.2,event_type,event:extra
ball:CWC_2011_final_ALL:1:1.2,event_type,event:run
ball:CWC_2011_final_ALL:1:1.2,phase,phase:powerplay
ball:CWC_2011_final_ALL:1:1.3,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:1.3,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:1.3,event_type,event:dot
ball:CWC_2011_final_ALL:1:1.3,phase,phase:powerplay
ball:CWC_2011_final_ALL:1:1.4,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:1.4,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:1.4,event_type,event:run
ball:CWC_2011_final_ALL:1:1.4,phase,phase:powerplay
ball:CWC_2011_final_ALL:1:1.5,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:1.5,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:1.5,event_type,event:dot
ball:CWC_2011_final_ALL:1:1.5,phase,phase:powerplay
ball:CWC_2011_final_ALL:1:1.6,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:1.6,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:1.6,event_type,event:dot
ball:CWC_2011_final_ALL:1:1.6,phase,phase:powerplay
ball:CWC_2011_final_ALL:1:10.1,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:10.1,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:10.1,event_type,event:run
ball:CWC_2011_final_ALL:1:10.1,phase,phase:middle
ball:CWC_2011_final_ALL:1:10.2,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:10.2,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:10.2,event_type,event:dot
ball:CWC_2011_final_ALL:1:10.2,phase,phase:middle
ball:CWC_2011_final_ALL:1:10.3,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:10.3,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:10.3,event_type,event:run
ball:CWC_2011_final_ALL:1:10.3,phase,phase:middle
ball:CWC_2011_final_ALL:1:10.4,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:10.4,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:10.4,event_type,event:dot
ball:CWC_2011_final_ALL:1:10.4,phase,phase:middle
ball:CWC_2011_final_ALL:1:10.5,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:10.5,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:10.5,event_type,event:dot
ball:CWC_2011_final_ALL:1:10.5,phase,phase:middle
ball:CWC_2011_final_ALL:1:10.6,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:10.6,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:10.6,event_type,event:dot
ball:CWC_2011_final_ALL:1:10.6,phase,phase:middle
ball:CWC_2011_final_ALL:1:11.1,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:11.1,bowler,player:Patel
ball:CWC_2011_final_ALL:1:11.1,event_type,event:run
ball:CWC_2011_final_ALL:1:11.1,phase,phase:middle
ball:CWC_2011_final_ALL:1:11.2,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:11.2,bowler,player:Patel
ball:CWC_2011_final_ALL:1:11.2,event_type,event:dot
ball:CWC_2011_final_ALL:1:11.2,phase,phase:middle
ball:CWC_2011_final_ALL:1:11.3,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:11.3,bowler,player:Patel
ball:CWC_2011_final_ALL:1:11.3,event_type,event:dot
ball:CWC_2011_final_ALL:1:11.3,phase,phase:middle
ball:CWC_2011_final_ALL:1:11.4,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:11.4,bowler,player:Patel
ball:CWC_2011_final_ALL:1:11.4,event_type,event:boundary
ball:CWC_2011_final_ALL:1:11.4,phase,phase:middle
ball:CWC_2011_final_ALL:1:11.5,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:11.5,bowler,player:Patel
ball:CWC_2011_final_ALL:1:11.5,event_type,event:dot
ball:CWC_2011_final_ALL:1:11.5,phase,phase:middle
ball:CWC_2011_final_ALL:1:11.6,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:11.6,bowler,player:Patel
ball:CWC_2011_final_ALL:1:11.6,event_type,event:dot
ball:CWC_2011_final_ALL:1:11.6,phase,phase:middle
ball:CWC_2011_final_ALL:1:12.1,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:12.1,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:12.1,event_type,event:run
ball:CWC_2011_final_ALL:1:12.1,phase,phase:middle
ball:CWC_2011_final_ALL:1:12.2,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:12.2,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:12.2,event_type,event:boundary
ball:CWC_2011_final_ALL:1:12.2,phase,phase:middle
ball:CWC_2011_final_ALL:1:12.3,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:12.3,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:12.3,event_type,event:boundary
ball:CWC_2011_final_ALL:1:12.3,phase,phase:middle
ball:CWC_2011_final_ALL:1:12.4,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:12.4,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:12.4,event_type,event:dot
ball:CWC_2011_final_ALL:1:12.4,phase,phase:middle
ball:CWC_2011_final_ALL:1:12.5,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:12.5,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:12.5,event_type,event:dot
ball:CWC_2011_final_ALL:1:12.5,phase,phase:middle
ball:CWC_2011_final_ALL:1:12.6,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:12.6,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:12.6,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:12.6,event_type,event:boundary
ball:CWC_2011_final_ALL:1:12.6,event_type,event:extra
ball:CWC_2011_final_ALL:1:12.6,phase,phase:middle
ball:CWC_2011_final_ALL:1:13.1,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:13.1,bowler,player:Patel
ball:CWC_2011_final_ALL:1:13.1,event_type,event:dot
ball:CWC_2011_final_ALL:1:13.1,phase,phase:middle
ball:CWC_2011_final_ALL:1:13.2,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:13.2,bowler,player:Patel
ball:CWC_2011_final_ALL:1:13.2,event_type,event:run
ball:CWC_2011_final_ALL:1:13.2,phase,phase:middle
ball:CWC_2011_final_ALL:1:13.3,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:13.3,bowler,player:Patel
ball:CWC_2011_final_ALL:1:13.3,event_type,event:extra
ball:CWC_2011_final_ALL:1:13.3,phase,phase:middle
ball:CWC_2011_final_ALL:1:13.4,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:13.4,bowler,player:Patel
ball:CWC_2011_final_ALL:1:13.4,event_type,event:dot
ball:CWC_2011_final_ALL:1:13.4,phase,phase:middle
ball:CWC_2011_final_ALL:1:13.5,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:13.5,bowler,player:Patel
ball:CWC_2011_final_ALL:1:13.5,event_type,event:dot
ball:CWC_2011_final_ALL:1:13.5,phase,phase:middle
ball:CWC_2011_final_ALL:1:13.6,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:13.6,bowler,player:Patel
ball:CWC_2011_final_ALL:1:13.6,event_type,event:dot
ball:CWC_2011_final_ALL:1:13.6,phase,phase:middle
ball:CWC_2011_final_ALL:1:14.1,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:14.1,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:14.1,event_type,event:run
ball:CWC_2011_final_ALL:1:14.1,phase,phase:middle
ball:CWC_2011_final_ALL:1:14.2,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:14.2,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:14.2,event_type,event:run
ball:CWC_2011_final_ALL:1:14.2,phase,phase:middle
ball:CWC_2011_final_ALL:1:14.3,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:14.3,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:14.3,event_type,event:dot
ball:CWC_2011_final_ALL:1:14.3,phase,phase:middle
ball:CWC_2011_final_ALL:1:14.4,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:14.4,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:14.4,event_type,event:dot
ball:CWC_2011_final_ALL:1:14.4,phase,phase:middle
ball:CWC_2011_final_ALL:1:14.5,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:14.5,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:14.5,event_type,event:dot
ball:CWC_2011_final_ALL:1:14.5,phase,phase:middle
ball:CWC_2011_final_ALL:1:14.6,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:14.6,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:14.6,event_type,event:dot
ball:CWC_2011_final_ALL:1:14.6,phase,phase:middle
ball:CWC_2011_final_ALL:1:15.1,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:15.1,bowler,player:Patel
ball:CWC_2011_final_ALL:1:15.1,event_type,event:run
ball:CWC_2011_final_ALL:1:15.1,phase,phase:middle
ball:CWC_2011_final_ALL:1:15.2,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:15.2,bowler,player:Patel
ball:CWC_2011_final_ALL:1:15.2,event_type,event:dot
ball:CWC_2011_final_ALL:1:15.2,phase,phase:middle
ball:CWC_2011_final_ALL:1:15.3,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:15.3,bowler,player:Patel
ball:CWC_2011_final_ALL:1:15.3,event_type,event:dot
ball:CWC_2011_final_ALL:1:15.3,phase,phase:middle
ball:CWC_2011_final_ALL:1:15.4,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:15.4,bowler,player:Patel
ball:CWC_2011_final_ALL:1:15.4,event_type,event:dot
ball:CWC_2011_final_ALL:1:15.4,phase,phase:middle
ball:CWC_2011_final_ALL:1:15.5,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:15.5,bowler,player:Patel
ball:CWC_2011_final_ALL:1:15.5,event_type,event:run
ball:CWC_2011_final_ALL:1:15.5,phase,phase:middle
ball:CWC_2011_final_ALL:1:15.6,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:15.6,bowler,player:Patel
ball:CWC_2011_final_ALL:1:15.6,event_type,event:dot
ball:CWC_2011_final_ALL:1:15.6,phase,phase:middle
ball:CWC_2011_final_ALL:1:16.1,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:16.1,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:16.1,event_type,event:dot
ball:CWC_2011_final_ALL:1:16.1,phase,phase:middle
ball:CWC_2011_final_ALL:1:16.2,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:16.2,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:16.2,event_type,event:dot
ball:CWC_2011_final_ALL:1:16.2,phase,phase:middle
ball:CWC_2011_final_ALL:1:16.3,batsman,player:Dilshan
ball:CWC_2011_final_ALL:1:16.3,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:16.3,event_type,event:wicket
ball:CWC_2011_final_ALL:1:16.3,phase,phase:middle
ball:CWC_2011_final_ALL:1:16.4,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:16.4,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:16.4,event_type,event:run
ball:CWC_2011_final_ALL:1:16.4,phase,phase:middle
ball:CWC_2011_final_ALL:1:16.5,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:16.5,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:16.5,event_type,event:run
ball:CWC_2011_final_ALL:1:16.5,phase,phase:middle
ball:CWC_2011_final_ALL:1:16.6,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:16.6,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:16.6,event_type,event:run
ball:CWC_2011_final_ALL:1:16.6,phase,phase:middle
ball:CWC_2011_final_ALL:1:17.1,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:17.1,bowler,player:Patel
ball:CWC_2011_final_ALL:1:17.1,event_type,event:dot
ball:CWC_2011_final_ALL:1:17.1,phase,phase:middle
ball:CWC_2011_final_ALL:1:17.2,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:17.2,bowler,player:Patel
ball:CWC_2011_final_ALL:1:17.2,event_type,event:dot
ball:CWC_2011_final_ALL:1:17.2,phase,phase:middle
ball:CWC_2011_final_ALL:1:17.3,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:17.3,bowler,player:Patel
ball:CWC_2011_final_ALL:1:17.3,event_type,event:dot
ball:CWC_2011_final_ALL:1:17.3,phase,phase:middle
ball:CWC_2011_final_ALL:1:17.4,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:17.4,bowler,player:Patel
ball:CWC_2011_final_ALL:1:17.4,event_type,event:run
ball:CWC_2011_final_ALL:1:17.4,phase,phase:middle
ball:CWC_2011_final_ALL:1:17.5,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:17.5,bowler,player:Patel
ball:CWC_2011_final_ALL:1:17.5,event_type,event:dot
ball:CWC_2011_final_ALL:1:17.5,phase,phase:middle
ball:CWC_2011_final_ALL:1:17.6,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:17.6,bowler,player:Patel
ball:CWC_2011_final_ALL:1:17.6,event_type,event:dot
ball:CWC_2011_final_ALL:1:17.6,phase,phase:middle
ball:CWC_2011_final_ALL:1:18.1,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:18.1,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:18.1,event_type,event:run
ball:CWC_2011_final_ALL:1:18.1,phase,phase:middle
ball:CWC_2011_final_ALL:1:18.2,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:18.2,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:18.2,event_type,event:run
ball:CWC_2011_final_ALL:1:18.2,phase,phase:middle
ball:CWC_2011_final_ALL:1:18.3,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:18.3,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:18.3,event_type,event:run
ball:CWC_2011_final_ALL:1:18.3,phase,phase:middle
ball:CWC_2011_final_ALL:1:18.4,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:18.4,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:18.4,event_type,event:boundary
ball:CWC_2011_final_ALL:1:18.4,phase,phase:middle
ball:CWC_2011_final_ALL:1:18.5,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:18.5,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:18.5,event_type,event:run
ball:CWC_2011_final_ALL:1:18.5,phase,phase:middle
ball:CWC_2011_final_ALL:1:18.6,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:18.6,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:18.6,event_type,event:boundary
ball:CWC_2011_final_ALL:1:18.6,phase,phase:middle
ball:CWC_2011_final_ALL:1:19.1,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:19.1,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:19.1,event_type,event:run
ball:CWC_2011_final_ALL:1:19.1,phase,phase:middle
ball:CWC_2011_final_ALL:1:19.2,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:19.2,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:19.2,event_type,event:run
ball:CWC_2011_final_ALL:1:19.2,phase,phase:middle
ball:CWC_2011_final_ALL:1:19.3,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:19.3,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:19.3,event_type,event:boundary
ball:CWC_2011_final_ALL:1:19.3,phase,phase:middle
ball:CWC_2011_final_ALL:1:19.4,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:19.4,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:19.4,event_type,event:dot
ball:CWC_2011_final_ALL:1:19.4,phase,phase:middle
ball:CWC_2011_final_ALL:1:19.5,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:19.5,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:19.5,event_type,event:dot
ball:CWC_2011_final_ALL:1:19.5,phase,phase:middle
ball:CWC_2011_final_ALL:1:19.6,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:19.6,bowler,player:Sreesanth
ball:CWC_2011_final_ALL:1:19.6,event_type,event:dot
ball:CWC_2011_final_ALL:1:19.6,phase,phase:middle
ball:CWC_2011_final_ALL:1:2.1,batsman,player:Upul Tharanga
ball:CWC_2011_final_ALL:1:2.1,bowler,player:Khan
ball:CWC_2011_final_ALL:1:2.1,event_type,event:dot
ball:CWC_2011_final_ALL:1:2.1,phase,phase:powerplay
ball:CWC_2011_final_ALL:1:2.2,batsman,player:Upul Tharanga
ball:CWC_2011_final_ALL:1:2.2,bowler,player:Khan
ball:CWC_2011_final_ALL:1:2.2,event_type,event:dot
ball:CWC_2011_final_ALL:1:2.2,phase,phase:powerplay
ball:CWC_2011_final_ALL:1:2.3,batsman,player:Upul Tharanga
ball:CWC_2011_final_ALL:1:2.3,bowler,player:Khan
ball:CWC_2011_final_ALL:1:2.3,event_type,event:dot
ball:CWC_2011_final_ALL:1:2.3,phase,phase:powerplay
ball:CWC_2011_final_ALL:1:2.4,batsman,player:Upul Tharanga
ball:CWC_2011_final_ALL:1:2.4,bowler,player:Khan
ball:CWC_2011_final_ALL:1:2.4,event_type,event:dot
ball:CWC_2011_final_ALL:1:2.4,phase,phase:powerplay
ball:CWC_2011_final_ALL:1:2.5,batsman,player:Upul Tharanga
ball:CWC_2011_final_ALL:1:2.5,bowler,player:Khan
ball:CWC_2011_final_ALL:1:2.5,event_type,event:dot
ball:CWC_2011_final_ALL:1:2.5,phase,phase:powerplay
ball:CWC_2011_final_ALL:1:2.6,batsman,player:Upul Tharanga
ball:CWC_2011_final_ALL:1:2.6,bowler,player:Khan
ball:CWC_2011_final_ALL:1:2.6,event_type,event:dot
ball:CWC_2011_final_ALL:1:2.6,phase,phase:powerplay
ball:CWC_2011_final_ALL:1:20.1,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:20.1,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:20.1,event_type,event:dot
ball:CWC_2011_final_ALL:1:20.1,phase,phase:middle
ball:CWC_2011_final_ALL:1:20.2,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:20.2,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:20.2,event_type,event:dot
ball:CWC_2011_final_ALL:1:20.2,phase,phase:middle
ball:CWC_2011_final_ALL:1:20.3,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:20.3,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:20.3,event_type,event:dot
ball:CWC_2011_final_ALL:1:20.3,phase,phase:middle
ball:CWC_2011_final_ALL:1:20.4,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:20.4,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:20.4,event_type,event:run
ball:CWC_2011_final_ALL:1:20.4,phase,phase:middle
ball:CWC_2011_final_ALL:1:20.5,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:20.5,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:20.5,event_type,event:dot
ball:CWC_2011_final_ALL:1:20.5,phase,phase:middle
ball:CWC_2011_final_ALL:1:20.6,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:20.6,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:20.6,event_type,event:run
ball:CWC_2011_final_ALL:1:20.6,phase,phase:middle
ball:CWC_2011_final_ALL:1:21.1,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:21.1,bowler,player:Yuvraj
ball:CWC_2011_final_ALL:1:21.1,event_type,event:dot
ball:CWC_2011_final_ALL:1:21.1,phase,phase:middle
ball:CWC_2011_final_ALL:1:21.2,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:21.2,bowler,player:Yuvraj
ball:CWC_2011_final_ALL:1:21.2,event_type,event:run
ball:CWC_2011_final_ALL:1:21.2,phase,phase:middle
ball:CWC_2011_final_ALL:1:21.3,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:21.3,bowler,player:Yuvraj
ball:CWC_2011_final_ALL:1:21.3,event_type,event:run
ball:CWC_2011_final_ALL:1:21.3,phase,phase:middle
ball:CWC_2011_final_ALL:1:21.4,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:21.4,bowler,player:Yuvraj
ball:CWC_2011_final_ALL:1:21.4,event_type,event:run
ball:CWC_2011_final_ALL:1:21.4,phase,phase:middle
ball:CWC_2011_final_ALL:1:21.5,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:21.5,bowler,player:Yuvraj
ball:CWC_2011_final_ALL:1:21.5,event_type,event:boundary
ball:CWC_2011_final_ALL:1:21.5,phase,phase:middle
ball:CWC_2011_final_ALL:1:21.6,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:21.6,bowler,player:Yuvraj
ball:CWC_2011_final_ALL:1:21.6,event_type,event:run
ball:CWC_2011_final_ALL:1:21.6,phase,phase:middle
ball:CWC_2011_final_ALL:1:22.1,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:22.1,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:22.1,event_type,event:run
ball:CWC_2011_final_ALL:1:22.1,phase,phase:middle
ball:CWC_2011_final_ALL:1:22.2,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:22.2,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:22.2,event_type,event:dot
ball:CWC_2011_final_ALL:1:22.2,phase,phase:middle
ball:CWC_2011_final_ALL:1:22.3,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:22.3,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:22.3,event_type,event:dot
ball:CWC_2011_final_ALL:1:22.3,phase,phase:middle
ball:CWC_2011_final_ALL:1:22.4,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:22.4,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:22.4,event_type,event:dot
ball:CWC_2011_final_ALL:1:22.4,phase,phase:middle
ball:CWC_2011_final_ALL:1:22.5,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:22.5,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:22.5,event_type,event:run
ball:CWC_2011_final_ALL:1:22.5,phase,phase:middle
ball:CWC_2011_final_ALL:1:22.6,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:22.6,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:22.6,event_type,event:dot
ball:CWC_2011_final_ALL:1:22.6,phase,phase:middle
ball:CWC_2011_final_ALL:1:23.1,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:23.1,bowler,player:Yuvraj
ball:CWC_2011_final_ALL:1:23.1,event_type,event:dot
ball:CWC_2011_final_ALL:1:23.1,phase,phase:middle
ball:CWC_2011_final_ALL:1:23.2,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:23.2,bowler,player:Yuvraj
ball:CWC_2011_final_ALL:1:23.2,event_type,event:dot
ball:CWC_2011_final_ALL:1:23.2,phase,phase:middle
ball:CWC_2011_final_ALL:1:23.3,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:23.3,bowler,player:Yuvraj
ball:CWC_2011_final_ALL:1:23.3,event_type,event:run
ball:CWC_2011_final_ALL:1:23.3,phase,phase:middle
ball:CWC_2011_final_ALL:1:23.4,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:23.4,bowler,player:Yuvraj
ball:CWC_2011_final_ALL:1:23.4,event_type,event:dot
ball:CWC_2011_final_ALL:1:23.4,phase,phase:middle
ball:CWC_2011_final_ALL:1:23.5,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:23.5,bowler,player:Yuvraj
ball:CWC_2011_final_ALL:1:23.5,event_type,event:run
ball:CWC_2011_final_ALL:1:23.5,phase,phase:middle
ball:CWC_2011_final_ALL:1:23.6,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:23.6,bowler,player:Yuvraj
ball:CWC_2011_final_ALL:1:23.6,event_type,event:run
ball:CWC_2011_final_ALL:1:23.6,phase,phase:middle
ball:CWC_2011_final_ALL:1:24.1,batsman,player:Mahela Jayawardene
ball:CWC_2011_final_ALL:1:24.1,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:24.1,event_type,event:run
ball:CWC_2011_final_ALL:1:24.1,phase,phase:middle
ball:CWC_2011_final_ALL:1:24.2,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:24.2,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:24.2,event_type,event:run
ball:CWC_2011_final_ALL:1:24.2,phase,phase:middle
ball:CWC_2011_final_ALL:1:24.3,batsman,player:Sangakkara
ball:CWC_2011_final_ALL:1:24.3,bowler,player:Harbhajan
ball:CWC_2011_final_ALL:1:24.3,event_type,event:dot
ball:CWC_2011_final_ALL:1:24.3,phase,phase:middle
